ibf_product_name,variety_key,name,color_name_cleaned,variety_cleaned
Bouvardia Royal Daphne Supreme White,18ca7a44-87e6-4408-b8d0-2a54f8f7700b,Bouvardia Royal Daphne Supreme white,White,Bouvardia Royal Daphne Supreme
Freesia Double Soleil Yellow,1c364296-275a-4738-aa08-39ae00034c0c,Freesia Double Soleil yellow,Yellow,Freesia Double Soleil
Phalaenopsis Ferrol Pink,9a16427a-ce7b-4b12-b30e-249468ac0cb7,Phalaenopsis Ferrol 7/9 bl. pink,Pink,Phalaenopsis Ferrol
Spray Roses Christmas Mixed,a7c43268-4556-4d15-9438-f2308471950b,Spray Roses Christmas Assorted mixed,Mixed,Spray Roses Christmas
Lisianthus Single Piccolo Green,54ea709c-308d-4ca4-91a5-176aadb8c8fd,Lisianthus Single Piccolo Green green,Green,Lisianthus Single Piccolo
Eucalyptus Baby Silver,4f96e615-17b3-4d1e-b8ba-1951d585fd2d,Eucalyptus Baby Blue Silver (tinted/ dyed) silver,Silver,Eucalyptus Baby
Gypsophilia Gypsophilia Xlence Old Rose Pink,9a688e2d-1ed2-4df9-b4c0-afb14417fdea,Gypsophilia (Babys breath) Gypsophilia Xlence Old Rose 250 gr. (tinted/ dyed) 6 st/bu pink,Pink,Gypsophilia Gypsophilia Xlence Old Rose
Lilies La Hybrids Spotify Yellow,82ec6719-0e91-4d68-8cd6-5e6a18ed26d1,Lilies LA Hybrids Spotify yellow 3/5 bl yellow,Yellow,Lilies La Hybrids Spotify
Garden Roses Piano White,8544ebdf-4bee-484b-a4c4-087fff6941a4,Garden Roses White Piano white - multiple,White,Garden Roses Piano
Amaryllis Diamond Valley Blooms Green,04e9da8c-3954-4eae-a301-10adda61765c,Amaryllis Diamond Green Valley 4 blooms green - multiple,Green,Amaryllis Diamond Valley Blooms
Cymbidium Spray Aida Pink,bf7262a7-3173-4d26-b5e7-7dde74719e2e,Cymbidium Spray Aida (9 Blooms) pink,Pink,Cymbidium Spray Aida
Tulips Single Palazzo Orange,ec1b9f44-d01d-42f9-9ccb-d039ae2d5fb1,Tulips Single Palazzo orange,Orange,Tulips Single Palazzo
Sweet Peas Mixed,4ad89f19-bb9e-428c-a0d2-25c864e0e2ec,Sweet Peas Assorted  mixed,Mixed,Sweet Peas
Spray Roses Fiesta Bubbles Orange,3cd13dca-f223-4ced-af51-1cf3c6f2d7ad,Spray Roses Fiesta Bubbles orange - multiple,Orange,Spray Roses Fiesta Bubbles
Phalaenopsis Anthura Sevilla Purple,08acbbe7-d386-4e5a-9f3a-be28537e2d89,Phalaenopsis Anthura Sevilla purple - multiple,Purple,Phalaenopsis Anthura Sevilla
Monstera Deliciosa Xl Green,a91b9690-74b2-4c62-a584-cce96800032c,Monstera Deliciosa XL (28 inch diameter) green,Green,Monstera Deliciosa Xl
Cymbidium Mini Sue White,c685eb80-1fd4-44a9-bc64-5fbb069cafd4,Cymbidium Mini Sue white,White,Cymbidium Mini Sue
Bouquets Exclusive Line Winter Wilderness Mixed,e46bcc44-a0d4-47bb-b59a-5f8039c00c92,Bouquets Exclusive Line Winter Wilderness mixed,Mixed,Bouquets Exclusive Line Winter Wilderness
Gerbera Mini Larsson Spider Red,272292b6-d55e-4159-b4a5-9e4ad9571885,Gerbera Mini Larsson spider red - multiple,Red,Gerbera Mini Larsson Spider
Scabiosa Red,edc4b7d0-3bd0-4233-aa0e-a2b9ed15ee0a,Scabiosa Red red,Red,Scabiosa
Lilies La Hybrids Brownies By Vip Light Brown,fb208cde-7f44-4081-b196-0fd7c5983545,Lilies LA Hybrids Brownies by VIP 3/5 bl (Tinted/ Dyed) brown - light,Light Brown,Lilies La Hybrids Brownies By Vip
Tulips French Black Hero Burgundy,f340011b-22c7-4a61-b50d-96f6dc44df64,Tulips French Black Hero burgundy,Burgundy,Tulips French Black Hero
Asparagus First Feathers Orange,d0375916-cb62-4db9-bb30-e7b62a3cd0c1,Asparagus First Feathers Orange (tinted/ dyed) orange,Orange,Asparagus First Feathers
Roses Tinted Green,944c5b50-f43b-4bf8-b019-fe5d4a0800ed,Roses tinted/dyed toppings X-Mas Green Red White Mondial green - multiple,Green,Roses Tinted
Bouquets Premium Happiness Spring Regular White,58645d77-9561-436c-bb3c-008c154736ff,Bouquets Premium Happiness Spring Regular White white - multiple,White,Bouquets Premium Happiness Spring Regular
Freesia Double Belleville White,14e1647a-945e-4ec7-9226-71d960f30ec2,Freesia Double Belleville white,White,Freesia Double Belleville
Bouquets Exclusive Line Spring Candy Queen Purple,f2b5b990-d741-467d-9561-c944dc3a8844,Bouquets Exclusive Line Spring Candy Queen purple - multiple,Purple,Bouquets Exclusive Line Spring Candy Queen
Daffodils Soleidor Yellow,c71a8ed9-05d6-4ed5-9a6d-82d0a312800e,Daffodils Soleidor yellow - multiple,Yellow,Daffodils Soleidor
Lisianthus Double Arosa Purple,4248f866-8b7d-4d01-8bcf-b793fd5d64d2,Lisianthus Double Arosa Red purple,Purple,Lisianthus Double Arosa
Euphorbia Spray Queen Or Orange,fe9d901f-4959-4e3e-a2a4-61166356092d,Euphorbia Spray Queen Or Orange orange,Orange,Euphorbia Spray Queen Or
Roses Tinted Green,47ac41f1-dc78-4482-b20a-05308c12742d,Roses tinted/dyed toppings Garden Rose Campanella Green green,Green,Roses Tinted
Ti Leaves Cordyline Mixed,fe344b48-76c1-4e3c-a196-c35dfdf9a827,Ti Leaves Cordyline #1 Assorted mixed,Mixed,Ti Leaves Cordyline
Dried Products Loafa Dry Sponges Orange,73fc2bd5-fd6a-4ff9-b7eb-9f754500c09d,Dried Products Loafa Dry Sponges (Orange) (Bag) orange,Orange,Dried Products Loafa Dry Sponges
Eucalyptus Whipping Seeded Green,14b4aa89-cb20-437f-b75a-93f890cb7026,Eucalyptus Whipping Seeded green,Green,Eucalyptus Whipping Seeded
Lilies La Hybrids Nashville Yellow,76466fe4-260f-4f66-9776-d925a1ae7b23,Lilies LA Hybrids Nashville 3/5 bl yellow,Yellow,Lilies La Hybrids Nashville
Bouquets Every Day Bq Mixed,83fe3e1a-5a49-49e7-b0ac-d921162d4f1d,Bouquets Every Day BQ7610 mixed,Mixed,Bouquets Every Day Bq
Roses Cupcake Dream Mixed,9a840dc9-c3de-44cc-ab97-3e19b8685007,Roses Cupcake Dream Assorted (DO NOT EAT) mixed,Mixed,Roses Cupcake Dream
Carnation Anov Bubblicious Green,c97c1e4a-543b-46d6-b2db-192c8f0b7940,Carnation Anov Bubblicious (Tinted/ Dyed) green - multiple,Green,Carnation Anov Bubblicious
Gerbera Mini Larissa Peach,febb49ca-e3f1-41bf-960e-1ace38270989,Gerbera Mini Larissa peach,Peach,Gerbera Mini Larissa
Palm Trina Green,dcc0516a-a770-4c4c-aecd-c4fd20d0fc10,Palm Trina green,Green,Palm Trina
Bouquets Original Spring Ba Medium Purple,446f1f11-d8d1-47a5-8f74-93910f014606,Bouquets Original Spring BA Medium purple - multiple,Purple,Bouquets Original Spring Ba Medium
Asparagus Long Topped Black Black Black,9b31cc32-f603-49f0-ab8d-cd066079651a,Asparagus Long topped black (tinted/ dyed) black,Black,Asparagus Long Topped Black Black
Preserved Roses Heart Shape Red,2d2d834e-5863-48d1-93d6-0dcb7d07627c,Preserved Roses Heart Shape red,Red,Preserved Roses Heart Shape
Phalaenopsis Detroit Cream,df9a7da0-a8d6-4c88-9595-82af6579b76c,Phalaenopsis Detroit (5/7 Blooms) cream,Cream,Phalaenopsis Detroit
Bouquets Mothers Day Bq Mixed,8a7bcab6-674f-4bd1-8aaa-e3d6220b146a,Bouquets Mothers Day BQ2406 mixed,Mixed,Bouquets Mothers Day Bq
Muscari Light Light Blue,c9798e29-f3f0-4e06-92bb-9048cc3d3d9f,Muscari Light blue blue - light,Light Blue,Muscari Light
Celosia Apricot Brandy Orange,97c08370-428b-440e-9a27-882e586e213f,Celosia Apricot Brandy orange,Orange,Celosia Apricot Brandy
Cymbidium Spray Mrs Sugar Lee White,0696701e-b61e-47b8-8147-1f1f4faffe2d,Cymbidium Spray Mrs Sugar Lee (8 Blooms) white,White,Cymbidium Spray Mrs Sugar Lee
Tulips Single Jan Seignette Red,49d52225-a0a2-4b35-ba80-c3802ca54616,Tulips Single Jan Seignette red - multiple,Red,Tulips Single Jan Seignette
Gerbera Mini Dalida Salmon Salmon,7da2604a-161d-42c4-94d8-75106f50fb44,Gerbera Mini Dalida salmon,Salmon,Gerbera Mini Dalida Salmon
Helleborus Queens Light Pink,54374a6c-01e7-4798-bf6b-be760c2c836b,Helleborus Queens Light Pink pink - light,Light Pink,Helleborus Queens
Gerbera Large Flowered Strike Yellow,a2c3a662-1a5a-4ed7-9137-85fdb43d1364,Gerbera Large Flowered Gold Strike yellow,Yellow,Gerbera Large Flowered Strike
Tulips Single Verandi Red,c524f256-fe87-4482-8bdb-a6bb11e5e106,Tulips Single Verandi red,Red,Tulips Single Verandi
Phalaenopsis Anthura Zoe Felix Pink,97156205-36a6-444c-9482-12278ffd158f,Phalaenopsis Anthura Zoé FéLix pink - multiple,Pink,Phalaenopsis Anthura Zoe Felix
Roses Tinted Silver,63bb7d16-22b7-4bda-94f6-436afc5dd77b,Roses tinted/dyed toppings Silver Christmas silver,Silver,Roses Tinted
Bouquets Every Day Bq Mixed,223b7879-9442-43df-8697-d4285b432a7e,Bouquets Every Day BQ7612 mixed,Mixed,Bouquets Every Day Bq
Gloriosa Long Orange,11f87e24-c0b4-4c2f-a1d3-999791f77c73,Gloriosa Long Orange orange - multiple,Orange,Gloriosa Long
Cymbidium Mini Sabrina White,720b7ee7-3336-4f16-8a09-e67af202f235,Cymbidium Mini Sabrina white - multiple,White,Cymbidium Mini Sabrina
Cymbidium Mini Amanda Red,2884d38b-077d-4431-b81a-cf04db01cc9e,Cymbidium Mini Amanda red,Red,Cymbidium Mini Amanda
Brodea Blue,69aff54f-5567-498f-b582-14365a8e4543,Brodea Blue blue,Blue,Brodea
Tulips Single Kees Nelis Red,acb4ffa3-4d47-42cf-99c0-28e272243a99,Tulips Single Kees Nelis red - multiple,Red,Tulips Single Kees Nelis
Carnation Indiana Salmon Salmon,f5f4a8b5-4005-4c8c-9f95-85d644941b26,Carnation Indiana salmon,Salmon,Carnation Indiana Salmon
Box White,c2f6a92f-f48d-4bc2-bb86-4e5567b82884,Mixed box White white,White,Box
Bouvardia Double Diamond Dark Pink,d4aacc8c-0093-4abe-b3c6-b697f9ebd9c1,Bouvardia Double Diamond Dark Pink pink - dark,Dark Pink,Bouvardia Double Diamond
Dianthus Solomio Clif Red,3f05b648-c4e1-4fd5-a612-ee9601e40835,Dianthus Solomio Clif red,Red,Dianthus Solomio Clif
Hydrangea Mojito Premium Green,4832798a-22f8-4b52-8860-d09eca7a6eab,Hydrangea Green Mojito (Apple) Premium (18 cm) green,Green,Hydrangea Mojito Premium
Lisianthus Double Rosita Green,02df1fbc-ba34-414e-9072-ba6f9ef60b55,Lisianthus Double Rosita Green green,Green,Lisianthus Double Rosita
Ranunculus Dark Pink,43ece091-74ef-4feb-accb-4c799ce87102,Ranunculus Dark Pink pink - dark,Dark Pink,Ranunculus
Roses Black Black Black,bf54deeb-078e-476e-a200-d4bdc72e3ffa,Roses Black (tinted/ dyed) black,Black,Roses Black Black
Bouquets Exclusive Line Spring Honey Mixed,7e98ef79-f802-4dc0-bcd2-d8bdb6d7ef18,Bouquets Exclusive Line Spring Honey Blush mixed,Mixed,Bouquets Exclusive Line Spring Honey
Roses Katherine Light Pink,44af9a21-263b-4670-b008-926001380b68,Roses Katherine pink - light,Light Pink,Roses Katherine
Tulips Single Donau Purple,f1445024-4abb-4ab9-893b-4c3233baafcb,Tulips Single Donau purple,Purple,Tulips Single Donau
Mini Calla Auckland Peach,467ebede-e355-4fda-af23-6540ab18291f,Mini Calla Auckland (or similar color) peach,Peach,Mini Calla Auckland
Alstroemeria Granada Cerise Cerise,1397e93a-b0a7-4005-b392-815ea8a52a65,Alstroemeria Granada cerise,Cerise,Alstroemeria Granada Cerise
Anthurium Midori Green,00f24a33-a7a6-4489-89b7-af81b8698b5b,Anthurium Midori green,Green,Anthurium Midori
Nerine Bo White,bb9a6f1f-f100-4131-994f-9cc1451b18bf,Nerine Bo White white,White,Nerine Bo
Asparagus Long Topped Milka Lavender,3c14824c-ba1f-47b6-85a5-8e6d851f97af,Asparagus Long Topped Milka (tinted/ dyed) lavender,Lavender,Asparagus Long Topped Milka
Dried Products Jungle Apple Medium Brown Brown,e1036826-aeec-499d-8e12-c19b852e4773,Dried Products Jungle Apple Medium brown,Brown,Dried Products Jungle Apple Medium Brown
Garden Roses Princess Suki Pink,0a8c724e-8924-4c07-ad3a-d6eb61473abb,Garden Roses Princess Suki pink - multiple,Pink,Garden Roses Princess Suki
Eucalyptus Baby Gold,e5fbd406-03a0-43d3-932a-bd42b8dd203f,Eucalyptus Baby Blue Gold (tinted/ dyed) gold,Gold,Eucalyptus Baby
Gerbera Mini Sensation Orange,20531a63-5002-4654-a47b-83fa3b94e478,Gerbera Mini Sensation Assorted Orange orange - multiple,Orange,Gerbera Mini Sensation
Peony Doctor A Fleming Dark Pink,a98567f2-442c-4822-b8e7-bf862ffb9f50,Peony Doctor A. Fleming (Stored) pink - dark,Dark Pink,Peony Doctor A Fleming
Mini Calla Fall Mixed,c4ad0a39-d0d7-4080-baa6-abfc0a99ad53,Mini Calla Fall Assorted mixed,Mixed,Mini Calla Fall
Freesia Double Riga White,fcbebd13-e647-4e31-80df-84e12581d983,Freesia Double Riga white,White,Freesia Double Riga
Box Combo Aruba Tropical Flower Mixed,dd158b77-4274-4039-b379-1b5fb302628f,Mixed box Combo Aruba Tropical Flower Assorted mixed,Mixed,Box Combo Aruba Tropical Flower
Bouquets Patriotic Rose Bouquet Mixed,19c60062-f395-4213-8e5b-0504350e5993,Bouquets Patriotic Rose Bouquet (4 red- 4 white-1 Gyp Blue) mixed,Mixed,Bouquets Patriotic Rose Bouquet
Garden Roses Senlitsu Pink,c520db4e-fd3e-46c3-b6f6-9481473c62d1,Garden Roses Senlitsu pink - multiple,Pink,Garden Roses Senlitsu
Amaryllis Costa Blanca Blooms White,0d844e2b-e750-4c45-83c2-06f94160aaae,Amaryllis Costa Blanca  4 blooms white,White,Amaryllis Costa Blanca Blooms
Alstroemeria Easter Mixed,f7d51711-af9d-40fc-98a6-b9c25d1aa01c,Alstroemeria Easter Assorted mixed,Mixed,Alstroemeria Easter
Amaryllis Ambiance Blooms White,60bab6d2-6e31-4356-94d3-06fcc2d656f8,Amaryllis Ambiance  4 blooms white - multiple,White,Amaryllis Ambiance Blooms
Roses Minion Yellow,74c0f0bc-4f68-4e84-b2c7-b959e90b4260,Roses Minion yellow,Yellow,Roses Minion
Succulents Derenbergii Green,b73030a3-238b-4c73-bb0b-cd55e0a36667,Succulents (no roots) Derenbergii Blue green,Green,Succulents Derenbergii
Asparagus Long Topped Aubergine Dark Purple,0bb70bf0-653c-4a7d-b194-608784d57aef,Asparagus Long topped aubergine (tinted/ dyed) purple - dark,Dark Purple,Asparagus Long Topped Aubergine
Anthurium Acura Pink,892de852-e59f-401b-bb5b-e3b08b2e4217,Anthurium Acura pink - multiple,Pink,Anthurium Acura
Lilies Longiflorum Watch Up White,603911d0-bf1f-4d32-a372-044d7f8172a5,Lilies Longiflorum Watch Up (Easter lily) white,White,Lilies Longiflorum Watch Up
Bouquets Original Fall Aa Regular Red,36878125-bbd3-48c5-85c6-b854440e3106,Bouquets Original Fall AA Regular red - multiple,Red,Bouquets Original Fall Aa Regular
Billy Balls Kennedy Mixed,62d82a26-987e-4f13-a7ae-9035b75595fd,Billy Balls Kennedy Pink Assorted (Tinted/ Dyed) mixed,Mixed,Billy Balls Kennedy
Bouquets Bm Mixed,7b427c66-0e7e-4c54-901f-29c1666d808f,Bouquets BM0010 mixed,Mixed,Bouquets Bm
Gloriosa Leonella Short Orange,600b8c4b-b97c-4fe2-9349-314f4cc60adb,Gloriosa Leonella Short orange - multiple,Orange,Gloriosa Leonella Short
Bouquets Exclusive Line Winter Tango Mixed,2e41c3af-21df-4664-88ce-e2f1e917b662,Bouquets Exclusive Line Winter Tango mixed,Mixed,Bouquets Exclusive Line Winter Tango
Tulips Fringed Santander Pink,5a2a796b-abf8-416b-b105-0f8c509fb021,Tulips Fringed Santander pink,Pink,Tulips Fringed Santander
Chrysanthemum Spray Pom Novelty Bradford Red,8cb9e302-e054-4859-a1fd-ffec17e56e79,Chrysanthemum Spray Pom Novelty Bradford Red red,Red,Chrysanthemum Spray Pom Novelty Bradford
Tulips Double Double Trouble Yellow,9736d9d5-c79a-4662-ac53-5f4d6d4eb43f,Tulips Double Double trouble yellow,Yellow,Tulips Double Double Trouble
Hyacinth Mixed,f8a5d12f-9452-4491-92f9-70926110f6ba,Hyacinth Assorted (No White) mixed,Mixed,Hyacinth
Bouquets Easter Mixed,0b80e570-1a43-4193-887a-00551828d29a,Bouquets Easter - BQ947 mixed,Mixed,Bouquets Easter
Cymbidium Spray Fall Fall Mixed,4055361b-11b3-4c68-85be-bed59dbb277b,Cymbidium Spray Fall Fall Assorted mixed,Mixed,Cymbidium Spray Fall Fall
Gypsophilia Gypsophilia Xlence Lime Light Green,e6c35bd3-aad0-429d-b763-6b313d6db267,Gypsophilia (Babys breath) Gypsophilia Xlence Lime Green 250 gr. (tinted/ dyed) 6 st/bu green - light,Light Green,Gypsophilia Gypsophilia Xlence Lime
Snow Berries Charming Fantasy Pink,bde07862-d2c8-4354-b7e6-d976485a9b6e,Snow Berries Charming Fantasy pink,Pink,Snow Berries Charming Fantasy
Tulips Double Strong Carlo Yellow,cfe47767-b8ab-4d2b-b76c-9ad4d52f09c7,Tulips Double Strong Carlo yellow,Yellow,Tulips Double Strong Carlo
Gladiolus Large Flowered Orange,24de1909-14cd-4c26-9945-3e5f4b10a074,Gladiolus Large Flowered Orange orange,Orange,Gladiolus Large Flowered
Sandersonia Aurantiaca Orange,f0750281-4eb6-4fb1-bcf5-c347a2b15df5,Sandersonia Aurantiaca orange,Orange,Sandersonia Aurantiaca
Anemone Marianne Purple,6b49dff5-14bd-4184-b027-c46d869d7351,Anemone Marianne Blue purple,Purple,Anemone Marianne
Veronica Smart Fountain Blue,11046f0c-5cb8-4cca-be6f-fffda6f91a92,Veronica Smart Fountain (Spray) blue,Blue,Veronica Smart Fountain
Carnation Anov Brown Sugar Brown Brown,ced01592-6851-4793-af31-1f4dd1b3b5b3,Carnation Anov Brown Sugar (Tinted/ Dyed) brown,Brown,Carnation Anov Brown Sugar Brown
Astrantia Rosa Light Pink,b825c21c-a06b-4898-956e-65b06479938c,Astrantia Rosa-Lee pink - light,Light Pink,Astrantia Rosa
Callas Mini White,02b9ab64-ded4-4b63-8a73-8e9d60af005a,Calla's Mini White white,White,Callas Mini
Lilies La Hybrids Puma Orange,2a8ec241-25df-45ad-aa77-b2c47604cefd,Lilies LA Hybrids Puma 3/5 bl orange,Orange,Lilies La Hybrids Puma
Roses Novelty Mixed,c4cff4dd-9e1b-4d8d-b213-9f9cd71bc4dd,Roses Novelty Assorted mixed,Mixed,Roses Novelty
Carnation Latte By Vip Brown Brown,56a0e618-786b-4a0a-897a-f71f50d21f21,Carnation Latte by VIP (Tinted/ Dyed) brown,Brown,Carnation Latte By Vip Brown
Bouquets Mothers Day Bq Mixed,af8ec486-58c8-4739-8901-35f77a3e1608,Bouquets Mothers Day BQ2390 mixed,Mixed,Bouquets Mothers Day Bq
Gerbera Large Flowered Rodeo Red,63331807-3b08-4cb0-bbea-7d6e02a51196,Gerbera Large Flowered Rodeo red - multiple,Red,Gerbera Large Flowered Rodeo
Gerbera Mini Husky White,a77183f5-2693-45d5-8cc4-80fb1ef5e651,Gerbera Mini Husky white - multiple,White,Gerbera Mini Husky
Phlox Ice Cap White,68f8e254-4e94-4e7a-acbf-92bdbde8738b,Phlox Ice Cap white,White,Phlox Ice Cap
Bouquets Bm Mixed,64f0b99d-3dd0-4e67-87c3-638058f92ae4,Bouquets BM0007 mixed,Mixed,Bouquets Bm
Heliconia Golden Torch Yellow,0f663de4-7ed7-48ca-8e6e-417d7c5e10c0,Heliconia Golden Torch yellow,Yellow,Heliconia Golden Torch
Cymbidium Spray Benthe Brown Brown,0ae9e3fa-7282-4066-8e18-b2823e401246,Cymbidium Spray Benthe brown,Brown,Cymbidium Spray Benthe Brown
Allium Atropurpureum Dark Purple,dc8397f5-c0d3-4cd4-a814-73f5f105cac6,Allium Atropurpureum purple - dark,Dark Purple,Allium Atropurpureum
Preserved Roses Baby Eucalyptus Green,7839cbac-18b4-4938-9f8c-75954b519332,Preserved Roses Baby Eucalyptus Green (tinted/ dyed) green,Green,Preserved Roses Baby Eucalyptus
Berries Callicarpa Profusion Purple,e05c0741-a5da-4890-98cb-e08ee89903d9,Berries Callicarpa Profusion purple,Purple,Berries Callicarpa Profusion
Lisianthus Double Megalo Shosha Pink,c5b3e0b6-2ced-48c1-8f58-1b5218ca6b79,Lisianthus Double Megalo Shosha Champagne pink,Pink,Lisianthus Double Megalo Shosha
Gerbera Mini Springtime Yellow,f13036a2-58fa-4c94-9558-f6232c2d328b,Gerbera Mini Springtime yellow,Yellow,Gerbera Mini Springtime
Garlands Knifblade Gray Acacia Gray,5bd672c8-67b9-449f-b946-1657656a8d76,Garlands Knifblade Green & Gray Acacia 10ft/ Box gray,Gray,Garlands Knifblade Gray Acacia
Roses Mixed,8c007633-e334-4ef8-b444-ea380944251a,Roses Assorted (25 Red/ Pink/ yel/ White) mixed,Mixed,Roses
Mini Calla Captain Ventura Cream,5151266b-a17e-4872-843a-b67cc50968d8,Mini Calla Captain Ventura cream,Cream,Mini Calla Captain Ventura
Birch Blue,03ba9720-8185-4aa1-93b4-e9c2c1701e1b,Birch Blue (Tinted/ Dyed) blue,Blue,Birch
Carnation Navidad Pink,5e42664b-a1bf-4af4-92b5-bb1f4de52a56,Carnation Navidad pink - multiple,Pink,Carnation Navidad
Bouquets Every Day Bq Mixed,cb6665eb-aa42-4f86-ae6e-51f864626cda,Bouquets Every Day BQ7644 mixed,Mixed,Bouquets Every Day Bq
Lisianthus Double Excalibur Picotee White,f6b2323f-a0c2-40fc-805d-d49512f3b432,Lisianthus Double Excalibur Blue Picotee white - multiple,White,Lisianthus Double Excalibur Picotee
Rose Petals Fresh Petals Coral,9e121938-0a7a-4ff0-b315-bd0e2740879e,Rose Petals Fresh Petals Coral (360 Petals/ Plastic Bag) coral,Coral,Rose Petals Fresh Petals
Gerbera Mini Piccolini Livorno White,85397479-f03b-44e8-afa1-e2a33ac8d0d2,Gerbera Mini Piccolini Livorno white,White,Gerbera Mini Piccolini Livorno
Scilla Pink,1110d1c2-02cf-48e8-ac61-b6e5a8e8903d,Scilla Pink pink,Pink,Scilla
Phlox White,65f1e378-06d9-43c5-a970-be9fe5b528b7,Phlox White white,White,Phlox
Phalaenopsis Anthura Haze Purple,54c159e2-6ade-4cff-8dd2-abd564803bb8,Phalaenopsis Anthura Purple Haze purple,Purple,Phalaenopsis Anthura Haze
Tulips Single Barcelona Lavender,2a119e17-e66c-4ad6-abdf-5cc392157a9f,Tulips Single Barcelona lavender - multiple,Lavender,Tulips Single Barcelona
Sweet Peas Dark Pink,19557f7d-b4a2-4c9c-8f1f-57838f05acbf,Sweet Peas Dark Pink pink - dark,Dark Pink,Sweet Peas
Asparagus Long Topped Caramel Brown Light Brown,2e4b4936-9f4c-4465-9975-9e498f4b2c11,Asparagus Long Topped Caramel (tinted/ dyed) brown - light,Light Brown,Asparagus Long Topped Caramel Brown
Freesia Single Mixed,3c2da6a1-ea07-4c2c-9d89-c9f24b0e11e0,Freesia Single Assorted mixed,Mixed,Freesia Single
Mini Carnation Selene White,fae6bc18-3f78-40d2-88a2-de57f8ddf246,Mini Carnation (Spray) Selene white,White,Mini Carnation Selene
Tulips Single Bolroyal Pink,4ce589c0-d43c-4f90-9e08-809982ecaccd,Tulips Single Bolroyal pink pink,Pink,Tulips Single Bolroyal
Phalaenopsis Morelia Mini Purple,cc1a24b7-b5af-40d0-bc25-383dcd04b22a,Phalaenopsis Morelia mini purple,Purple,Phalaenopsis Morelia Mini
Senecio Maritima Grey Silver,b330b39a-f5fe-4570-91ff-da48f753a74f,Senecio Maritima grey silver,Silver,Senecio Maritima Grey
Cymbidium Spray Fiona Green,0803abb5-dda6-47c5-bd21-8cd6d0c84e4b,Cymbidium Spray Fiona green - multiple,Green,Cymbidium Spray Fiona
Mini Calla Design Light Pink,4efde4dc-9437-46a9-9424-d7496d5daae6,Mini Calla Pink Design pink - light,Light Pink,Mini Calla Design
Bouquets Exclusive Line Fall Back Country Salmon Salmon,360571c5-272c-4c4b-93e0-04c892256e20,Bouquets Exclusive Line Fall Back Country salmon,Salmon,Bouquets Exclusive Line Fall Back Country Salmon
Gerbera Mini Newita Orange,7cb79899-67b0-497d-91d5-f64b2c0a6a45,Gerbera Mini Newita orange - multiple,Orange,Gerbera Mini Newita
Anemone Israel Mixed,79c6dce6-13b9-492c-a9aa-e47852c6938f,Anemone Israel Assorted mixed,Mixed,Anemone Israel
Bouquets Every Day Bq Mixed,817fefe9-e854-415e-af28-d0fe4d031568,Bouquets Every Day BQ7650 mixed,Mixed,Bouquets Every Day Bq
Pincushion Proteas Erica Cerise Cerise,b4ec51b7-adf0-43c8-95de-fe61870768ed,Pincushion Proteas Erica (Tinted/ Dyed) cerise,Cerise,Pincushion Proteas Erica Cerise
