mayesh_product_name,competitor_product_id,stem_length
Pompon Daisy Atlantis Dark Pink Lavender,2013269,
Pompon Daisy Atlantis White White,2008677,
Pompon Daisy Factor Yellow,886704,
Pompon Daisy Handsome Purple/White,627853,
Pompon Daisy Meraki White,2013246,
Pompon Daisy Pink,485474,
Pompon Daisy Purple,485475,
Pompon Daisy Tequila Sunrise Salmon,2512910,
Pompon Daisy White,485477,
Pompon Daisy Yellow,485478,
Pompon Daisy Yin Yang White - Black Center,566516,
Pompon Micro Daisy Vybowl Yellow Select,490212,
Pompon Santini Yellow,485511,
Poppy Icelandic Mixed,517634,
Protea Brenda Red,514034,
Protea Pink Ice Pink,510047,
Ranunculus Assorted,514051,
Ranunculus Burgundy,514054,
Ranunculus Butterfly Phytalos Yellow,938951,
Ranunculus Chocolate Brown,579795,
Ranunculus Clooney Hanoi Blush,938922,
Ranunculus Clooney Peach,3787385,
Ranunculus Hot Pink,829999,
Ranunculus Light Pink,514061,
Ranunculus Light Pink,12246406,30.0
Ranunculus Pastel Assorted Assorted,579797,
Ranunculus Pink,514065,
Ranunculus Pink,12246404,30.0
Ranunculus Purple,565903,
Ranunculus Red,514067,
Ranunculus Red,12246408,30.0
Ranunculus Salmon,1051732,
Ranunculus Salmon,12246401,30.0
Ranunculus White,514070,
Ranunculus White,12246320,30.0
Ranunculus Yellow,514071,
Riceflower Light Pink,514136,
Riceflower White,514137,
Rose Absolut in Pink Light Pink,4265272,40.0
Rose Absolut in Pink Light Pink,4265319,50.0
Rose Absolut in Pink Light Pink,4265366,60.0
Rose Akito White,485657,40.0
Rose Akito White,485658,50.0
Rose Akito White,485659,60.0
Rose Alba White,509449,50.0
Rose Alba White,509450,60.0
Rose Alejandra Peach,485662,40.0
Rose Aloha Orange,8698885,40.0
Rose Aloha Orange,8698886,50.0
Rose Aloha Orange,8698887,60.0
Rose Alquimia Orange,8698893,40.0
Rose Alquimia Orange,8698894,50.0
Rose Alquimia Orange,8698895,60.0
Rose Aly Light Pink,3309158,40.0
Rose Aly Light Pink,3309159,50.0
Rose Aly Light Pink,3309160,60.0
Rose Amnesia Antique Lavender,485712,40.0
Rose Amnesia Antique Lavender,485713,50.0
Rose Amnesia Antique Lavender,485714,60.0
Rose Amsterdam Salmon,485717,40.0
Rose Amsterdam Salmon,485718,50.0
Rose Amsterdam Salmon,485719,60.0
Rose Andrea Lavender,1256543,50.0
Rose Art Deco Light Mauvy Pink,509468,40.0
Rose Art Deco Light Mauvy Pink,509469,50.0
Rose Arya Lavender,12246414,
Rose Ascot Dark Purple,884176,
Rose Assorted,485538,40.0
Rose Assorted,485539,50.0
Rose Assorted,485540,60.0
Rose Assorted,485541,70.0
Rose Babbaloo Pink,8698916,40.0
Rose Babbaloo Pink,8698917,50.0
Rose Babbaloo Pink,8698918,60.0
Rose Barista Mauve,3295880,40.0
Rose Barista Mauve,3295881,50.0
Rose Barista Mauve,3295882,60.0
Rose Be Sweet Pink,4265240,60.0
Rose Bikini Yellow,485822,40.0
Rose Bikini Yellow,485823,50.0
Rose Bikini Yellow,485824,60.0
Rose Bittersweet Orange,4084038,
Rose Black Baccara Dark Red,485827,40.0
Rose Black Baccara Dark Red,485828,50.0
Rose Black Magic Dark Red,485843,50.0
Rose Black Magic Dark Red,485844,60.0
Rose Blue Dream Lavender,4289283,40.0
Rose Blue Dream Lavender,4289284,50.0
Rose Blueberry Lavender,485862,40.0
Rose Blueberry Lavender,485863,50.0
Rose Blueberry Lavender,485864,60.0
Rose Bluez Red/White,1206728,50.0
Rose Bluez Red/White,1206729,60.0
Rose Blush Red/White,485874,60.0
Rose Born Beauty Hot Pink,8698999,40.0
Rose Born Beauty Hot Pink,8699000,50.0
Rose Born Beauty Hot Pink,8699001,60.0
Rose Born Free Red,8699004,40.0
Rose Born Free Red,8699005,50.0
Rose Born Free Red,8699006,60.0
Rose Boulevard Pink/White,485893,50.0
Rose Boulevard Pink/White,485894,60.0
Rose Breathless Mauve/Lavender,7431692,40.0
Rose Breathless Mauve/Lavender,7431693,50.0
Rose Breathless Mauve/Lavender,7431694,60.0
Rose Brighton Yellow,490251,40.0
Rose Brighton Yellow,512849,50.0
Rose Brighton Yellow,512850,60.0
Rose Brighton Yellow,512852,70.0
Rose Bromo Orange,4265225,50.0
Rose Bromo Orange,4265241,60.0
Rose Brown,485544,40.0
Rose Brown,485545,50.0
Rose Brown,485546,60.0
Rose Bumblebee Gold,3807118,40.0
Rose Bumblebee Gold,3807119,50.0
Rose Bumblebee Gold,3807120,60.0
Rose Butterscotch Yellow,485927,40.0
Rose Butterscotch Yellow,485928,50.0
Rose Cabaret Cream/Peach,485937,40.0
Rose Cabaret Cream/Peach,485938,50.0
Rose Cabaret Cream/Peach,485939,60.0
Rose Cafe Mocca Brown,1171720,
Rose Cancun Yellow,8699009,40.0
Rose Cancun Yellow,8699010,50.0
Rose Cancun Yellow,8699011,60.0
Rose Candlelight White,485958,40.0
Rose Candlelight White,485959,50.0
Rose Candlelight White,485960,60.0
Rose Cappuccino Beige,884226,
Rose Caramel Macchiato Peach/Beige,8699057,50.0
Rose Caramel Macchiato Peach/Beige,8699059,60.0
Rose Carnelian Orange,4265358,50.0
Rose Carnelian Orange,4265405,60.0
Rose Carousel Pink/White,485988,40.0
Rose Carousel Pink/White,485989,50.0
Rose Carpe Diem Apricot,485993,40.0
Rose Carpe Diem Apricot,485994,50.0
Rose Champagne Beige,486023,40.0
Rose Champagne Beige,486024,50.0
Rose Champagne Beige,486025,60.0
Rose Champagner Peach,5653512,40.0
Rose Champagner Peach,5653513,50.0
Rose Champagner Peach,5653514,60.0
Rose Cherry Brandy Pink/Yellow,486050,50.0
Rose Cherry Brandy Pink/Yellow,486051,60.0
Rose Cherry Love Red,486057,60.0
Rose Cherry O Hot Pink,486060,40.0
Rose Cherry O Hot Pink,486061,50.0
Rose Cherry O Hot Pink,486062,60.0
Rose Chilis Orange,486066,50.0
Rose Cleo Light Pink,4265356,50.0
Rose Cleo Light Pink,4265403,60.0
Rose Coffee Break Brown,486110,40.0
Rose Cold Brew Caramel/Pink,1818985,
Rose Cool Water Lavender,486135,40.0
Rose Cool Water Lavender,486136,50.0
Rose Cool Water Lavender,486137,60.0
Rose Cooldown Lavender,4265209,40.0
Rose Cooldown Lavender,4265226,50.0
Rose Cooldown Lavender,4265242,60.0
Rose Coral Reef Coral,486140,40.0
Rose Coral Reef Coral,486141,50.0
Rose Coral Reef Coral,486142,60.0
Rose Cotton Candy Pink,486160,40.0
Rose Country Aquarell Pink/Peach,14874073,40.0
Rose Country Aquarell Pink/Peach,14874074,50.0
Rose Country Blues Lavender,1819182,
Rose Country Blues Lavender,2113281,50.0
Rose Country Candy Light Pink,8699070,40.0
Rose Country Candy Light Pink,8699072,50.0
Rose Country Candy Light Pink,8699073,60.0
Rose Country Home Peach,1008696,40.0
Rose Country Home Peach,1008697,50.0
Rose Cream,485556,40.0
Rose Cream,485557,50.0
Rose Cream,485558,60.0
Rose Creme De La Creme Light Yellow,486180,40.0
Rose Creme De La Creme Light Yellow,486181,50.0
Rose Crystal Fairy White,8699089,60.0
Rose Cute Enigma Beige/Blush/Sand,8699100,40.0
Rose Cute Enigma Beige/Blush/Sand,8699102,50.0
Rose Cute Enigma Beige/Blush/Sand,8699104,60.0
Rose Dallas Red,8699108,40.0
Rose Dallas Red,8699109,50.0
Rose Dallas Red,8699110,60.0
Rose Deep Purple Lavender,486215,40.0
Rose Deep Purple Lavender,486216,50.0
Rose Deep Purple Lavender,486217,60.0
Rose Deep Silver Antique Lavender,567219,60.0
Rose Dragon Tale Orange,8699115,40.0
Rose Dragon Tale Orange,8699116,50.0
Rose Dragon Tale Orange,8699117,60.0
Rose Dragonfly Orange,8699121,40.0
Rose Dragonfly Orange,8699122,50.0
Rose Dragonfly Orange,8699123,60.0
Rose Dyed Blue,1079342,50.0
Rose Dyed Blue,1079343,60.0
Rose Dynamic Light Peach,1008794,40.0
Rose Dynamic Light Peach,1008795,50.0
Rose Dynamic Light Peach,1008796,60.0
Rose Early Grey Silver,486270,40.0
Rose Early Grey Silver,486271,50.0
Rose Encanto Orange/Yellow,486310,40.0
Rose Enchantment Hot Pink,4265279,40.0
Rose Enchantment Hot Pink,4265326,50.0
Rose Enchantment Hot Pink,4265373,60.0
Rose Escimo White,486325,40.0
Rose Escimo White,486326,50.0
Rose Escimo White,486327,60.0
Rose Esperance Pink/White,486330,40.0
Rose Esperance Pink/White,486331,50.0
Rose Esperance Pink/White,486332,60.0
Rose Explorer Red,486366,50.0
Rose Explorer Red,486367,60.0
Rose Explorer Red,486368,70.0
Rose Explorer Red,486369,80.0
Rose Faith Mauve,486375,40.0
Rose Faith Mauve,486376,50.0
Rose Faith Mauve,486377,60.0
Rose Fascination Peach,4084055,50.0
Rose Fascination Peach,4084056,60.0
Rose Felicity Peach,8699139,40.0
Rose Felicity Peach,8699140,50.0
Rose Felicity Peach,8699141,60.0
Rose Fidji Orange/Peach,542869,40.0
Rose Finally Dark Red,1016455,50.0
Rose Finally Dark Red,1016456,60.0
Rose Fortune Red,4265364,50.0
Rose Fortune Red,4265411,60.0
Rose Free Spirit Apricot,486459,40.0
Rose Free Spirit Apricot,486460,50.0
Rose Free Spirit Apricot,486461,60.0
Rose Freedom Red,486467,40.0
Rose Freedom Red,486468,50.0
Rose Freedom Red,486469,60.0
Rose Freedom Red,486470,70.0
Rose Freedom Red,486471,80.0
Rose Frutetto Blush/Pink,1003869,40.0
Rose Frutetto Blush/Pink,1003870,50.0
Rose Frutetto Blush/Pink,1003871,60.0
Rose Full Monty Hot Pink,3653561,40.0
Rose Full Monty Hot Pink,3653562,50.0
Rose Full Monty Hot Pink,3653563,60.0
Rose Garden Alabaster White,487967,40.0
Rose Garden Angelkiss White,8698900,40.0
Rose Garden Angelkiss White,8698901,50.0
Rose Garden Antonia Garden Cream,8698909,40.0
Rose Garden Antonia Garden Cream,8698910,50.0
Rose Garden Apple Jack Bicolor Pink,5419636,
Rose Garden Art Nouvo Light Pink,5613596,
Rose Garden Assorted,487962,40.0
Rose Garden Assorted,487962,40.0
Rose Garden Assorted,487962,40.0
Rose Garden Assorted,487963,50.0
Rose Garden Assorted,487963,50.0
Rose Garden Atomic Red/Orange,1427702,40.0
Rose Garden Atomic Red/Orange,1427705,50.0
Rose Garden Atomic Red/Orange,1427706,60.0
Rose Garden Buttercup Cream,1356467,50.0
Rose Garden Cafe Latte Beige/Lavender,726069,40.0
Rose Garden Cafe Latte Beige/Lavender,726069,40.0
Rose Garden Cafe Latte Beige/Lavender,726070,50.0
Rose Garden Campanella Peach,884744,
Rose Garden Caramel Antique Apricot,488062,40.0
Rose Garden Catalina Yellow,488077,40.0
Rose Garden Catalina Yellow,488077,40.0
Rose Garden Claire De Lune White,8661255,40.0
Rose Garden Claire De Lune White,8661256,50.0
Rose Garden Coldplay White,2084874,60.0
Rose Garden Coral X-pression Coral,1241510,40.0
Rose Garden Coral X-pression Coral,1241511,50.0
Rose Garden Cotton X-pression Cream,4265227,50.0
Rose Garden Cotton X-pression Cream,4265243,60.0
Rose Garden Country Secret Blush,3423460,40.0
Rose Garden Country Secret Blush,3423461,50.0
Rose Garden Creamykiss Cream,8699076,40.0
Rose Garden Creamykiss Cream,8699080,50.0
Rose Garden Crystal Flame Orange,8699094,40.0
Rose Garden Crystal Flame Orange,8699095,50.0
Rose Garden Dark X-pression Hot Pink,3423467,40.0
Rose Garden Dark X-pression Hot Pink,3423468,50.0
Rose Garden David Austin Assorted,1203980,40.0
Rose Garden Degas Bronze,9082367,40.0
Rose Garden Garden Spirit Blush,490140,50.0
Rose Garden Garden Spirit Blush,490165,60.0
Rose Garden Juliet Peach,488246,30.0
Rose Garden Juliet Peach,488247,40.0
Rose Garden Keira Blush,488267,40.0
Rose Garden Leonora Cream/White,1818975,
Rose Garden Magnolia Cream,8699212,40.0
Rose Garden Magnolia Cream,8699213,50.0
Rose Garden Mamy Blue Purple,884806,
Rose Garden Mamy Blue Purple,488307,40.0
Rose Garden Mandarin X-pression Pink,4265216,40.0
Rose Garden Mayra Bridal Pink Light Pink,508843,40.0
Rose Garden Mayra Peach Peach,884812,
Rose Garden Melon X-pression Peach,8699222,40.0
Rose Garden Melon X-pression Peach,8699223,50.0
Rose Garden Miyabi Brown Tan/Light Pink,3459162,40.0
Rose Garden Miyabi Pink Shades,1784970,40.0
Rose Garden Monet Pale Peach,3452242,
Rose Garden Notting Hill Peach,1247673,
Rose Garden Ohara Light Pink,488352,40.0
Rose Garden Ohara Light Pink,488352,40.0
Rose Garden Ohara Light Pink,488353,50.0
Rose Garden Patience Cream,488372,40.0
Rose Garden Peonikiss Pink,8699274,40.0
Rose Garden Peonikiss Pink,8699275,50.0
Rose Garden Piano Red,884829,
Rose Garden Pink Monster Pink,8699290,40.0
Rose Garden Pink Monster Pink,8699291,50.0
Rose Garden Pink X-pression Light Pink,1001425,40.0
Rose Garden Pink X-pression Light Pink,1001427,50.0
Rose Garden Powder Puff Light Pink,15185479,40.0
Rose Garden Powder Puff Light Pink,15185480,50.0
Rose Garden Powder Puff Light Pink,15185481,60.0
Rose Garden Princess Crown Peach,3423448,40.0
Rose Garden Princess Crown Peach,3423457,50.0
Rose Garden Princess Crown Peach,3423458,60.0
Rose Garden Princess Hitomi Light Pink Blush,1222365,40.0
Rose Garden Princess Maya Light Pink/Peach,1012524,
Rose Garden Princess Miyuki White,617839,40.0
Rose Garden Purity White,644417,40.0
Rose Garden Queens Crown Mauve,1829817,40.0
Rose Garden Queens Crown Mauve,1829818,50.0
Rose Garden Romantic Antike Pink,488447,40.0
Rose Garden Secret Garden Light Pink,488488,50.0
Rose Garden Secret Garden Light Pink,488489,60.0
Rose Garden Sunny X-pression Yellow,8700174,40.0
Rose Garden Sunny X-pression Yellow,8700175,50.0
Rose Garden Sunny X-pression Yellow,8700176,60.0
Rose Garden Tess Red,488517,40.0
Rose Garden Veggie Green/Cream,3523302,40.0
Rose Garden Veggie Green/Cream,3523304,50.0
Rose Garden Veggie Green/Cream,3523306,60.0
Rose Garden Wanted Burgundy,488567,40.0
Rose Garden Westminster Abbey Ivory,1195596,40.0
Rose Garden Westminster Abbey Ivory,1195596,40.0
Rose Garden Westminster Abbey Ivory,1195598,50.0
Rose Garden White Cloud White,488582,40.0
Rose Garden White Ohara Blush,488587,40.0
Rose Garden White Ohara Blush,488587,40.0
Rose Garden White Ohara Blush,488588,50.0
Rose Garden White Ohara Blush,488589,60.0
Rose Garden White X-pression White,14766505,40.0
Rose Garden White X-pression White,14766507,50.0
Rose Garden Wild Crown Orange,8700219,40.0
Rose Garden Wild Crown Orange,8700220,50.0
Rose Garden Wild Crown Orange,8700221,60.0
Rose Geraldine Antique Pink,486499,50.0
Rose Geraldine Antique Pink,486500,60.0
Rose Glam Orange,8699144,40.0
Rose Glam Orange,8699145,50.0
Rose Glam Orange,8699146,60.0
Rose Glitz Yellow,4265328,50.0
Rose Glitz Yellow,4265375,60.0
Rose Golden Mustard Beige,490283,40.0
Rose Goldfinch Yellow,4265246,60.0
Rose Goldfinch Yellow,4265262,70.0
Rose Gotcha Fuchsia,519860,50.0
Rose Gotcha Fuchsia,519861,60.0
Rose Govinda Lavender/Mauve,3366446,50.0
Rose Govinda Lavender/Mauve,3366447,60.0
Rose Green,485562,40.0
Rose Green,485563,50.0
Rose Green,485564,60.0
Rose Green Romance Green,8699149,40.0
Rose Green Romance Green,8699150,50.0
Rose Green Romance Green,8699152,60.0
Rose Green Tea Green,486563,40.0
Rose Green Tea Green,486564,50.0
Rose Green Tea Green,486565,60.0
Rose Grey Knight Grey,513127,50.0
Rose Grey Knight Grey,519858,60.0
Rose Happy Bride Pale Pink,8699161,40.0
Rose Happy Bride Pale Pink,8699162,50.0
Rose Happy Bride Pale Pink,8699163,60.0
Rose Heart of Gold Gold,1756003,
Rose Hearts Dark Red,486588,40.0
Rose Hearts Dark Red,486589,50.0
Rose Hearts Dark Red,486590,60.0
Rose Hermosa Pink,486604,50.0
Rose Hermosa Pink,486605,60.0
Rose Hermosa Pink,486606,70.0
Rose High & Candy Pink/White,486623,40.0
Rose High & Candy Pink/White,486624,50.0
Rose High & Candy Pink/White,486625,60.0
Rose High & Exotic Yellow,486639,50.0
Rose High & Exotic Yellow,486640,60.0
Rose High & Magic Yellow/Red Tip,512405,40.0
Rose High & Magic Yellow/Red Tip,512406,50.0
Rose High & Magic Yellow/Red Tip,490286,60.0
Rose High & Orange Magic Orange,700767,50.0
Rose High & Orange Magic Orange,700768,60.0
Rose High & Yellow Flame Red/Yellow,884384,
Rose High & Yellow Flame Red/Yellow,729491,60.0
Rose Hilux Dark Coral,3653567,50.0
Rose Hilux Dark Coral,3653568,60.0
Rose Hornbill Orange,8699167,40.0
Rose Hornbill Orange,8699168,50.0
Rose Hornbill Orange,8699169,60.0
Rose Hot Carpe Diem Hot Pink,884397,
Rose Hot Escimo Pink,486693,40.0
Rose Hot Explorer Hot Pink,1819632,50.0
Rose Hot Merengue Red/Yellow,486704,50.0
Rose Hot Merengue Red/Yellow,486705,60.0
Rose Hot Merengue Red/Yellow,486706,70.0
Rose Hot Pink,1205762,40.0
Rose Hot Pink,639106,50.0
Rose Hot Pink,647919,60.0
Rose Hot Princess Fuchsia,486719,50.0
Rose Hot Princess Fuchsia,486720,60.0
Rose Idole Gold,486738,40.0
Rose Idole Gold,486739,50.0
Rose Iguazu Red/Cream,3653578,60.0
Rose Imagination Peach,486754,50.0
Rose Inocencia White,486773,40.0
Rose Jacaranda Hot Pink,8699197,40.0
Rose Jacaranda Hot Pink,8699198,50.0
Rose Jacaranda Hot Pink,8699199,60.0
Rose Jessica Light Pink,486808,40.0
Rose Jessica Light Pink,486809,50.0
Rose Jessica Light Pink,486810,60.0
Rose Kahala Coral,486833,40.0
Rose Kahala Coral,486834,50.0
Rose King's Cross Gold/Peach,8699202,40.0
Rose King's Cross Gold/Peach,8699203,50.0
Rose King's Cross Gold/Peach,8699204,60.0
Rose Lavender,485574,40.0
Rose Lavender,485575,50.0
Rose Lavender,485576,60.0
Rose Lemonade Green,486943,40.0
Rose Lemonade Green,486944,50.0
Rose Lemonade Green,486945,60.0
Rose Light Pink,485580,40.0
Rose Light Pink,485581,50.0
Rose Light Pink,485582,60.0
Rose Light Spirit Peach,8699207,40.0
Rose Light Spirit Peach,8699208,50.0
Rose Light Spirit Peach,8699209,60.0
Rose Lighthouse Yellow,3658111,40.0
Rose Lighthouse Yellow,3658112,50.0
Rose Lighthouse Yellow,3658113,60.0
Rose Limonada Green,700735,50.0
Rose Lola Hot Pink,6886251,40.0
Rose Lola Hot Pink,2177940,50.0
Rose Lola Hot Pink,2064351,60.0
Rose Lorraine Light Pink,1406393,50.0
Rose Lorraine Light Pink,1406394,60.0
Rose Lorraine Light Pink,1406395,70.0
Rose Love Bites Pink,4265379,60.0
Rose Luciano Light Pink,2072066,50.0
Rose Luciano Light Pink,2026098,60.0
Rose Luciano Light Pink,2111738,70.0
Rose Lumia Orange,8708021,40.0
Rose Lumia Orange,8708023,50.0
Rose Lumia Orange,8708024,60.0
Rose Magic Times Red/White Bicolor,700751,40.0
Rose Magic Times Red/White Bicolor,700752,50.0
Rose Magic Times Red/White Bicolor,700753,60.0
Rose Malibu Pink,487014,50.0
Rose Malibu Pink,487015,60.0
Rose Mamma Mia Red,8699217,40.0
Rose Mamma Mia Red,8699218,50.0
Rose Mamma Mia Red,8699219,60.0
Rose Mandala Pink,4084084,40.0
Rose Mandala Pink,4084086,50.0
Rose Mandala Pink,4084087,60.0
Rose Marzipan Beige,542915,60.0
Rose Matcha Green/Pink,7431745,60.0
Rose Matilda Mauve/Chocolate,7431748,40.0
Rose Matilda Mauve/Chocolate,7431749,50.0
Rose Menta Lavender,565855,40.0
Rose Menta Lavender,562014,50.0
Rose Millenial Pink Pink,4265381,60.0
Rose Miss Piggy Orange/Pink,884493,
Rose Moab Beige,3309161,
Rose Mohana Yellow,487084,50.0
Rose Momentum Yellow,7431760,50.0
Rose Momentum Yellow,7431761,60.0
Rose Mondial Cream,487098,40.0
Rose Mondial Cream,487099,50.0
Rose Mondial Cream,487100,60.0
Rose Mondial Cream,487101,70.0
Rose Moody Blue Lavender,487103,40.0
Rose Moody Blue Lavender,487104,50.0
Rose Moody Blue Lavender,487105,60.0
Rose Moonstone White,1247222,60.0
Rose Mother of Pearl Light Pink,487010,60.0
Rose Mother of Pearl Light Pink,487011,70.0
Rose Nautica Lavender,487139,50.0
Rose Nautica Lavender,487140,60.0
Rose Nena Light Pink,487148,40.0
Rose Nena Light Pink,487149,50.0
Rose Nena Light Pink,487150,60.0
Rose New Face Orange,8699264,40.0
Rose New Face Orange,8699265,50.0
Rose New Face Orange,8699266,60.0
Rose Newsflash Yellow/Red,3653582,50.0
Rose Nexus Orange,2340849,50.0
Rose Nina Orange,490467,50.0
Rose Nina Orange,490468,60.0
Rose Novia Light Pink,512978,50.0
Rose Novia Light Pink,512979,60.0
Rose Nuage Pink,8699269,40.0
Rose Nuage Pink,8699270,50.0
Rose Nuage Pink,8699271,60.0
Rose Ocean Song Light Lavender,487168,40.0
Rose Ocean Song Light Lavender,487169,50.0
Rose Ocean Song Light Lavender,487170,60.0
Rose Orange,485586,40.0
Rose Orange,485588,50.0
Rose Orange,485590,60.0
Rose Orange Crush Orange,487193,40.0
Rose Orange Crush Orange,487194,50.0
Rose Orange Crush Orange,487195,60.0
Rose Paloma Bicolor Light Pink,700059,40.0
Rose Paloma Bicolor Light Pink,700060,50.0
Rose Paloma Bicolor Light Pink,700061,60.0
Rose Peach,485597,40.0
Rose Peach,485598,50.0
Rose Peach,485599,60.0
Rose Phoenix Peach,3169162,40.0
Rose Phoenix Peach,3169174,50.0
Rose Piacere Dark Lavender,3556319,50.0
Rose Piacere Dark Lavender,3556320,60.0
Rose Pic Nic Peach/Pink,8700270,50.0
Rose Pic Nic Peach/Pink,8700271,60.0
Rose Pink,485603,40.0
Rose Pink,485604,50.0
Rose Pink,485605,60.0
Rose Pink Champagne Light Pink,7990026,50.0
Rose Pink Floyd Hot Pink,487303,40.0
Rose Pink Floyd Hot Pink,487304,50.0
Rose Pink Floyd Hot Pink,487305,60.0
Rose Pink Floyd Hot Pink,487306,70.0
Rose Pink Love Hot Pink,542431,50.0
Rose Pink Love Hot Pink,509040,60.0
Rose Pink Mondial Light Pink,513118,40.0
Rose Pink Mondial Light Pink,513119,50.0
Rose Pink Mondial Light Pink,563647,60.0
Rose Pink Puma Variegated Pink,5653545,40.0
Rose Pink Puma Variegated Pink,5653546,50.0
Rose Pink Puma Variegated Pink,5653547,60.0
Rose Playa Blanca White,491511,40.0
Rose Playa Blanca White,491512,50.0
Rose Playa Blanca White,490650,60.0
Rose Playa Blanca White,491513,70.0
Rose Polar Star White,487324,50.0
Rose Polar Star White,487325,60.0
Rose Polo White,487329,50.0
Rose Polo White,487330,60.0
Rose PomaRosa Light Pink,3653587,50.0
Rose PomaRosa Light Pink,3653588,60.0
Rose Pompeii Beige,967493,50.0
Rose Pompeii Beige,1000472,60.0
Rose Priceless Pink,487345,60.0
Rose Priority Cream/Blush,4265339,50.0
Rose Priority Cream/Blush,4265386,60.0
Rose Proud White,487349,50.0
Rose Proud White,487350,60.0
Rose Pulcinella Pink,8699460,40.0
Rose Pulcinella Pink,8699480,50.0
Rose Pulcinella Pink,8699481,60.0
Rose Purple Cezanne Fuchsia,487354,50.0
Rose Purple Cezanne Fuchsia,487355,60.0
Rose Purple Haze Light Lavender,487358,40.0
Rose Purple Haze Light Lavender,487359,50.0
Rose Purple Haze Light Lavender,487360,60.0
Rose Purple Moon Mauve,1007500,50.0
Rose Queen Berry Fuchsia,884566,
Rose Queen Berry Fuchsia,672171,50.0
Rose Quicksand Beige,487373,40.0
Rose Quicksand Beige,487373,40.0
Rose Quicksand Beige,487374,50.0
Rose Quicksand Beige,487375,60.0
Rose Quicksand Beige,487376,70.0
Rose Rainbow Variegated,487383,40.0
Rose Rainbow Variegated,487384,50.0
Rose Rainbow Variegated,487385,60.0
Rose Razzmatazz Brown,8699498,40.0
Rose Razzmatazz Brown,8699500,50.0
Rose Razzmatazz Brown,8699512,60.0
Rose Red,485615,40.0
Rose Red,485616,50.0
Rose Red,485617,60.0
Rose Red Panther Burgundy/Red,1829813,50.0
Rose Red Panther Burgundy/Red,1829814,60.0
Rose Red Paris Dark Red,487423,40.0
Rose Red Paris Dark Red,487424,50.0
Rose Red Paris Dark Red,487425,60.0
Rose Redvolution Red,8699529,40.0
Rose Redvolution Red,8699541,50.0
Rose Redvolution Red,8699562,60.0
Rose Rhoslyn (aka Cielo aka La Vie En Rose) Pale Pink,7431797,50.0
Rose Rhoslyn (aka Cielo aka La Vie En Rose) Pale Pink,7431798,60.0
Rose Rhoslyn (aka Cielo aka La Vie En Rose) Pale Pink,7431799,70.0
Rose Romina Antique Pink,4265217,40.0
Rose Romina Antique Pink,4265233,50.0
Rose Rosita Vendela Pink,487458,40.0
Rose Rosita Vendela Pink,487459,50.0
Rose Rosita Vendela Pink,487460,60.0
Rose Saga Light Pink,672562,50.0
Rose Sahara Beige,487488,40.0
Rose Sahara Beige,487489,50.0
Rose Sahara Sensation Peach,1485163,40.0
Rose Sandcastle Beige,4450431,40.0
Rose Sandcastle Beige,4450432,50.0
Rose Sandcastle Beige,4450433,60.0
Rose Sandstorm Peach/Cream,5361324,40.0
Rose Sandstorm Peach/Cream,5361325,50.0
Rose Sandstorm Peach/Cream,5361326,60.0
Rose Sandy Light Pink/Cream,1090749,40.0
Rose Santana Dark Orange,487529,50.0
Rose Santana Dark Orange,487530,60.0
Rose Senorita Light Pink,487534,50.0
Rose Senorita Light Pink,487535,60.0
Rose Sensei Beige,4220150,
Rose Senti Intensity Dark Red,14631993,60.0
Rose Senti Intensity Dark Red,14632049,70.0
Rose Shimmer Peach,567669,40.0
Rose Shimmer Peach,567670,50.0
Rose Shimmer Peach,567671,60.0
Rose Shimmer Peach,567672,70.0
Rose Shocking Blue Lavender,11560846,40.0
Rose Shocking Blue Lavender,11560847,50.0
Rose Shocking Blue Lavender,11560857,60.0
Rose Silantoi Golden Orange,3653592,50.0
Rose Silantoi Golden Orange,3653593,60.0
Rose Silver Sand Grey,6407985,60.0
Rose Silvery Light Lavender,1313593,50.0
Rose Silvery Light Lavender,1313594,60.0
Rose Snowballet White,8700159,40.0
Rose Snowballet White,8700160,50.0
Rose Snowballet White,8700161,60.0
Rose Snowy Jewel White,487589,50.0
Rose Snowy Jewel White,487590,60.0
Rose Sophia Blush,487619,50.0
Rose Sophia Blush,487620,60.0
Rose Sophia Blush,487621,70.0
Rose Soulmate Mauve,487624,50.0
Rose Soulmate Mauve,487625,60.0
Rose Star Platinum Lavender,4265236,50.0
Rose Star Platinum Lavender,4265252,60.0
Rose Starbright Yellow/Red,12323396,50.0
Rose Starbright Yellow/Red,12323397,60.0
Rose Stardust Yellow,518981,50.0
Rose Stardust Yellow,508806,60.0
Rose Starwalker Yellow,4265297,40.0
Rose Starwalker Yellow,4265344,50.0
Rose Starwalker Yellow,4265391,60.0
Rose Stiletto Hot Pink,627574,50.0
Rose Stiletto Hot Pink,627577,60.0
Rose Stiletto Hot Pink,627578,70.0
Rose Sunny Days Yellow,8700264,40.0
Rose Sunny Days Yellow,8700265,50.0
Rose Sunny Days Yellow,8700266,60.0
Rose Sunset Glory Orange,8700179,40.0
Rose Sunset Glory Orange,8700180,50.0
Rose Sunset Glory Orange,8700181,60.0
Rose Super Green Green,487658,40.0
Rose Super Sun Gold,1719915,50.0
Rose Super Sun Gold,1719916,60.0
Rose Sweet 4-Love Light Pink,1740638,60.0
Rose Sweet Akito Light Pink,487663,40.0
Rose Sweet Akito Light Pink,487664,50.0
