competitor,competitor_product_group_name,competitor_product_id,competitor_product_name,created_at,eta_date,grower_country,product_group_key,stem_length,stem_price,unit,variety_key
Flowermarketplace,Bouquet,2261265,Bouquets PINKIE PIE BQT 15ST,2025-04-09,2025-04-18,Ecuador,unmapped,,21.25,Bunch,3304e030-26af-41a1-b519-352a9afc8cf3
Flowermarketplace,Bouquet,2261268,Bouquets SOFT BREEZE BQT 15ST,2025-04-09,2025-04-18,Ecuador,unmapped,,21.75,Bunch,da58247a-fc18-4fd3-ad39-3890db6a0fba
Flowermarketplace,Bouquet,2261273,Bouquets SUNRISE BQT 15ST,2025-04-09,2025-04-18,Ecuador,unmapped,,19.75,Bunch,283434ed-a13f-4b42-b3d0-e51e107cfc9a
Flowermarketplace,Bouquet,2261272,Bouquets WHITE LOVE BQT 15ST,2025-04-09,2025-04-18,Ecuador,unmapped,,23.75,Bunch,c22d5ba2-49bb-47e7-a281-6ec383e25987
Flowermarketplace,Brassica Kale,2160626,BRASSICA ASSORTED,2025-04-09,2025-04-18,Ecuador,a06f225f-b6ca-4dc8-8b80-f3cb014b1794,,2.0,Stems,
Flowermarketplace,Brassica Kale,2160628,BRASSICA LAVENDER CRANE,2025-04-09,2025-04-18,Ecuador,a06f225f-b6ca-4dc8-8b80-f3cb014b1794,,2.0,Stems,4744b51a-16ef-4c05-abf5-8ec60aaf58da
Flowermarketplace,Brassica Kale,2160630,BRASSICA RED CRANE,2025-04-09,2025-04-18,Ecuador,a06f225f-b6ca-4dc8-8b80-f3cb014b1794,,2.0,Stems,
Flowermarketplace,Brassica Kale,2160632,BRASSICA WHITE CRANE,2025-04-09,2025-04-18,Ecuador,a06f225f-b6ca-4dc8-8b80-f3cb014b1794,,2.0,Stems,d83a7445-641f-4c88-bf9e-60eb15551bf3
Flowermarketplace,Calla,2160634,CALLAS ALEGRIA,2025-04-09,2025-04-18,Ecuador,unmapped,,2.48,Stems,
Flowermarketplace,Calla,2160636,CALLAS ASPEN,2025-04-09,2025-04-18,Ecuador,unmapped,,2.48,Stems,
Flowermarketplace,Calla,2160638,CALLAS ASPEN BLUSH,2025-04-09,2025-04-18,Ecuador,unmapped,,2.48,Stems,b1e601a3-5511-4f38-8cd0-bedde5ded98b
Flowermarketplace,Calla,2160640,CALLAS ASSORTED,2025-04-09,2025-04-18,Ecuador,unmapped,,2.48,Stems,
Flowermarketplace,Calla,2161245,CALLAS ASSORTED,2025-04-09,2025-04-18,Ecuador,unmapped,,1.98,Stems,
Flowermarketplace,Calla,2160642,CALLAS BLACK FOREST,2025-04-09,2025-04-18,Ecuador,unmapped,,2.48,Stems,
Flowermarketplace,Calla,2160644,CALLAS BOUTONNIERE,2025-04-09,2025-04-18,Ecuador,unmapped,,2.48,Stems,
Flowermarketplace,Calla,2160646,CALLAS BRIDESMAID BOUQUETS,2025-04-09,2025-04-18,Ecuador,unmapped,,2.48,Stems,
Flowermarketplace,Calla,2160648,CALLAS CALLA LEAVES,2025-04-09,2025-04-18,Ecuador,unmapped,,2.48,Stems,
Flowermarketplace,Calla,2160650,CALLAS CASCADE BOUQUET OPEN CUT,2025-04-09,2025-04-18,Ecuador,unmapped,,15.0,Bunch,97871982-673d-443f-8dc5-10b2f9e1e84d
Flowermarketplace,Calla,2160652,CALLAS CRANBERRY,2025-04-09,2025-04-18,Ecuador,unmapped,,2.48,Stems,09fd5eea-d4e2-4507-aec6-8795b07613c7
Flowermarketplace,Calla,2160654,CALLAS CRYSTAL BLUSH,2025-04-09,2025-04-18,Ecuador,unmapped,,2.48,Stems,
Flowermarketplace,Calla,2160656,CALLAS CRYSTAL PINK,2025-04-09,2025-04-18,Ecuador,unmapped,,2.48,Stems,
Flowermarketplace,Calla,2160658,CALLAS CRYSTAL WHITE,2025-04-09,2025-04-18,Ecuador,unmapped,,2.48,Stems,ed68bbd3-8723-41eb-86f6-4116fed66e09
Flowermarketplace,Calla,2160660,CALLAS DARK CAPTAIN ROMANCE,2025-04-09,2025-04-18,Ecuador,unmapped,,2.48,Stems,c4fc0cd4-b405-44ea-bb9b-145df6df9ed6
Flowermarketplace,Calla,2160662,CALLAS DARK SCHWARZWALDER,2025-04-09,2025-04-18,Ecuador,unmapped,,2.48,Stems,d03cb580-06b8-4839-bb3d-187c0c70d3f3
Flowermarketplace,Calla,2160664,CALLAS DENVER,2025-04-09,2025-04-18,Ecuador,unmapped,,2.48,Stems,
Flowermarketplace,Calla,2160666,CALLAS FANTASIA,2025-04-09,2025-04-18,Ecuador,unmapped,,2.48,Stems,
Flowermarketplace,Calla,2160668,CALLAS FLAME,2025-04-09,2025-04-18,Ecuador,unmapped,,2.48,Stems,
Flowermarketplace,Calla,2160670,CALLAS FLOREX GOLD,2025-04-09,2025-04-18,Ecuador,unmapped,,2.48,Stems,
Flowermarketplace,Calla,2160672,CALLAS GRAN PARADISO,2025-04-09,2025-04-18,Ecuador,unmapped,,2.48,Stems,
Flowermarketplace,Calla,2160674,CALLAS HAWAIIAN PAPAYA,2025-04-09,2025-04-18,Ecuador,unmapped,,2.48,Stems,
Flowermarketplace,Calla,2160676,CALLAS OPEN CCUT,2025-04-09,2025-04-18,Ecuador,unmapped,,2.48,Stems,
Flowermarketplace,Calla,2160678,CALLAS PACO,2025-04-09,2025-04-18,Ecuador,unmapped,,2.48,Stems,
Flowermarketplace,Calla,2160680,CALLAS PERLE ROSE,2025-04-09,2025-04-18,Ecuador,unmapped,,2.48,Stems,
Flowermarketplace,Calla,2160682,CALLAS PICASSO,2025-04-09,2025-04-18,Ecuador,unmapped,,2.48,Stems,
Flowermarketplace,Calla,2160684,CALLAS PINK PANTHER,2025-04-09,2025-04-18,Ecuador,unmapped,,2.48,Stems,77f4e9a6-28f6-4da2-ab40-f2060541cef0
Flowermarketplace,Calla,2160686,CALLAS PURPLE STAR,2025-04-09,2025-04-18,Ecuador,unmapped,,2.48,Stems,54852d98-7dc9-4027-8f64-d4a478bb47ab
Flowermarketplace,Calla,2160688,CALLAS RASPBERRY,2025-04-09,2025-04-18,Ecuador,unmapped,,2.48,Stems,7426de29-c91b-4b7a-9fca-bb9b4bae40c2
Flowermarketplace,Calla,2160690,CALLAS RED ARANAL,2025-04-09,2025-04-18,Ecuador,unmapped,,2.48,Stems,acf50033-5f99-43eb-b747-6501997eee84
Flowermarketplace,Calla,2160692,CALLAS RUBYLITE ROSE,2025-04-09,2025-04-18,Ecuador,unmapped,,2.48,Stems,5215a506-655b-44b4-872c-94917a09e573
Flowermarketplace,Calla,2160694,CALLAS SCHWARZWALDER,2025-04-09,2025-04-18,Ecuador,unmapped,,2.48,Stems,
Flowermarketplace,Calla,2160696,CALLAS SIAMESE CALLA,2025-04-09,2025-04-18,Ecuador,unmapped,,2.48,Stems,
Flowermarketplace,Calla,2160698,CALLAS STRAUSS,2025-04-09,2025-04-18,Ecuador,unmapped,,2.48,Stems,
Flowermarketplace,Calla,2160700,CALLAS TEQUILA SUNRISE,2025-04-09,2025-04-18,Ecuador,unmapped,,5.48,Stems,0b1b98ac-ebbe-414c-bcd4-58e54ec95eca
Flowermarketplace,Carnation,2160702,CARNATION ANTIGUA FANCY,2025-04-09,2025-04-18,Ecuador,3322369c-cdde-479c-a465-e03c0826111e,,0.55,Stems,
Flowermarketplace,Carnation,2192246,Carnation Apple Tea,2025-04-09,2025-04-18,Colombia,3322369c-cdde-479c-a465-e03c0826111e,,0.86,Stems,eb7a11d5-c238-4d02-9a9d-5cf51790998a
Flowermarketplace,Carnation,2160704,CARNATION ASSORTED FANCY,2025-04-09,2025-04-18,Ecuador,3322369c-cdde-479c-a465-e03c0826111e,,0.45,Stems,
Flowermarketplace,Carnation,2192254,Carnation Ayame,2025-04-09,2025-04-18,Colombia,3322369c-cdde-479c-a465-e03c0826111e,,0.66,Stems,
Flowermarketplace,Carnation,2160706,CARNATION BURGUNDY FANCY,2025-04-09,2025-04-18,Ecuador,3322369c-cdde-479c-a465-e03c0826111e,,0.45,Stems,42cd2b3f-3968-4c31-a5a3-ad6a9fca0601
Flowermarketplace,Carnation,2192251,Carnation Cheerio,2025-04-09,2025-04-18,Colombia,3322369c-cdde-479c-a465-e03c0826111e,,0.66,Stems,
Flowermarketplace,Carnation,2160708,CARNATION CREAM FANCY,2025-04-09,2025-04-18,Ecuador,3322369c-cdde-479c-a465-e03c0826111e,,0.45,Stems,0328d60c-8301-466a-8291-0772bc6e1ac6
Flowermarketplace,Carnation,2160710,CARNATION DARK PINK FANCY,2025-04-09,2025-04-18,Ecuador,3322369c-cdde-479c-a465-e03c0826111e,,0.45,Stems,
Flowermarketplace,Carnation,2192237,Carnation Fabulous,2025-04-09,2025-04-18,Colombia,3322369c-cdde-479c-a465-e03c0826111e,,0.66,Stems,
Flowermarketplace,Carnation,2192249,Carnation Farida,2025-04-09,2025-04-18,Colombia,3322369c-cdde-479c-a465-e03c0826111e,,0.66,Stems,9543b07a-1958-4fb1-b397-d2d95adbd3e8
Flowermarketplace,Carnation,2192253,Carnation Fiesta Komachi,2025-04-09,2025-04-18,Colombia,3322369c-cdde-479c-a465-e03c0826111e,,0.66,Stems,c12fdaaf-a7ad-4b88-9489-f6912edf061f
Flowermarketplace,Carnation,2220930,Carnation Fiesta Komachi,2025-04-09,2025-04-18,Colombia,3322369c-cdde-479c-a465-e03c0826111e,,0.66,Stems,c12fdaaf-a7ad-4b88-9489-f6912edf061f
Flowermarketplace,Carnation,2160712,CARNATION GREEN FANCY,2025-04-09,2025-04-18,Ecuador,3322369c-cdde-479c-a465-e03c0826111e,,0.45,Stems,aac3938f-2de1-4f73-945b-ad9dca027473
Flowermarketplace,Carnation,2160714,CARNATION HOT PINK FANCY,2025-04-09,2025-04-18,Ecuador,3322369c-cdde-479c-a465-e03c0826111e,,0.45,Stems,
Flowermarketplace,Carnation,2192247,Carnation Illusion,2025-04-09,2025-04-18,Colombia,3322369c-cdde-479c-a465-e03c0826111e,,0.66,Stems,
Flowermarketplace,Carnation,2192239,Carnation Lege Marrone,2025-04-09,2025-04-18,Colombia,3322369c-cdde-479c-a465-e03c0826111e,,0.86,Stems,
Flowermarketplace,Carnation,2192244,Carnation Megan,2025-04-09,2025-04-18,Colombia,3322369c-cdde-479c-a465-e03c0826111e,,0.66,Stems,997bb63c-09a0-4ba3-8524-9aaf3b129b2e
Flowermarketplace,Carnation,2192250,Carnation Minerva,2025-04-09,2025-04-18,Colombia,3322369c-cdde-479c-a465-e03c0826111e,,0.66,Stems,cc95baa3-f410-4c49-ad88-2ca102485660
Flowermarketplace,Mini Carnations,2160716,CARNATION MINI ASSORTED,2025-04-09,2025-04-18,Ecuador,unmapped,,0.45,Stems,
Flowermarketplace,Mini Carnations,2160718,CARNATION MINI CREAM,2025-04-09,2025-04-18,Ecuador,unmapped,,0.45,Stems,4680589e-4077-45e0-980f-eaac00f5e7e5
Flowermarketplace,Mini Carnations,2160720,CARNATION MINI GREEN,2025-04-09,2025-04-18,Ecuador,unmapped,,0.45,Stems,723744d1-75d6-4326-bb8a-a9e0da2753e8
Flowermarketplace,Mini Carnations,2160722,CARNATION MINI HOT PINK,2025-04-09,2025-04-18,Ecuador,unmapped,,0.45,Stems,
Flowermarketplace,Mini Carnations,2160724,CARNATION MINI LAVENDER,2025-04-09,2025-04-18,Ecuador,unmapped,,0.45,Stems,8619e99f-be72-43ba-8c98-d1e692ca152a
Flowermarketplace,Mini Carnations,2160726,CARNATION MINI LIGHT PINK,2025-04-09,2025-04-18,Ecuador,unmapped,,0.45,Stems,a39870b0-e896-4c1b-bbec-bf53bbf98c9a
Flowermarketplace,Mini Carnations,2160728,CARNATION MINI LILAC,2025-04-09,2025-04-18,Ecuador,unmapped,,0.45,Stems,c01e0b01-effb-42a9-85c8-5765ec1d61cf
Flowermarketplace,Mini Carnations,2160730,CARNATION MINI MOON SERIES,2025-04-09,2025-04-18,Ecuador,unmapped,,1.13,Stems,
Flowermarketplace,Mini Carnations,2160732,CARNATION MINI NOVELTY,2025-04-09,2025-04-18,Ecuador,unmapped,,0.45,Stems,adebc370-4123-4bf4-b2b3-6563b2d33781
Flowermarketplace,Mini Carnations,2160734,CARNATION MINI ORANGE,2025-04-09,2025-04-18,Ecuador,unmapped,,0.45,Stems,b59a43f5-e6e3-4d35-878e-06a6efe6c702
Flowermarketplace,Mini Carnations,2160736,CARNATION MINI PEACH,2025-04-09,2025-04-18,Ecuador,unmapped,,0.45,Stems,5de9e8a5-4ed4-4767-9c60-e7c2b5b25ba3
Flowermarketplace,Mini Carnations,2160738,CARNATION MINI PINK,2025-04-09,2025-04-18,Ecuador,unmapped,,0.45,Stems,761eb3d0-4d87-4597-8c7e-6dee90ff7ef0
Flowermarketplace,Mini Carnations,2160740,CARNATION MINI PURPLE,2025-04-09,2025-04-18,Ecuador,unmapped,,0.45,Stems,aed7af48-92aa-4224-8dd2-1c2915b33d04
Flowermarketplace,Mini Carnations,2160742,CARNATION MINI RED,2025-04-09,2025-04-18,Ecuador,unmapped,,0.45,Stems,10b23582-414f-43e2-bb8e-e34d3a3d9b26
Flowermarketplace,Mini Carnations,2160744,CARNATION MINI WHITE,2025-04-09,2025-04-18,Ecuador,unmapped,,0.45,Stems,b9a8b807-6771-4f5d-bd00-e4984e08cf3b
Flowermarketplace,Mini Carnations,2160746,CARNATION MINI YELLOW,2025-04-09,2025-04-18,Ecuador,unmapped,,0.45,Stems,a89a5ffd-f1a4-4d0e-a59f-e3de4a2db5e0
Flowermarketplace,Carnation,2161251,CARNATION MOON SERIES ASSORTED,2025-04-09,2025-04-18,Ecuador,3322369c-cdde-479c-a465-e03c0826111e,,0.88,Bunch,
Flowermarketplace,Carnation,2160748,CARNATION MOONAQUA,2025-04-09,2025-04-18,Ecuador,3322369c-cdde-479c-a465-e03c0826111e,,1.05,Stems,05b3e28a-2c0a-4064-9130-1e53d132ce61
Flowermarketplace,Carnation,2160750,CARNATION MOONSHADE,2025-04-09,2025-04-18,Ecuador,3322369c-cdde-479c-a465-e03c0826111e,,1.05,Stems,
Flowermarketplace,Carnation,2192241,Carnation Moonshade,2025-04-09,2025-04-18,Colombia,3322369c-cdde-479c-a465-e03c0826111e,,1.2,Stems,
Flowermarketplace,Carnation,2192243,Carnation Nobbio,2025-04-09,2025-04-18,Colombia,3322369c-cdde-479c-a465-e03c0826111e,,0.66,Stems,863702ac-82b2-4f12-a228-18602a64b1ec
Flowermarketplace,Carnation,2160752,CARNATION NOVELTY FANCY,2025-04-09,2025-04-18,Ecuador,3322369c-cdde-479c-a465-e03c0826111e,,0.45,Stems,662d86f9-a874-4d93-9bf0-26021fe24294
Flowermarketplace,Carnation,2160754,CARNATION ORANGE FANCY,2025-04-09,2025-04-18,Ecuador,3322369c-cdde-479c-a465-e03c0826111e,,0.45,Stems,a1a3331a-c01c-4f0d-96b6-aafc9c1d6916
Flowermarketplace,Carnation,2160756,CARNATION PEACH FANCY,2025-04-09,2025-04-18,Ecuador,3322369c-cdde-479c-a465-e03c0826111e,,0.45,Stems,7930d085-6b9d-4ed5-9ea4-30b0e9367ffd
Flowermarketplace,Carnation,2192242,Carnation Peppermint,2025-04-09,2025-04-18,Colombia,3322369c-cdde-479c-a465-e03c0826111e,,0.66,Stems,92b0e80d-9e76-44fd-9ddc-6d09c4d7d258
Flowermarketplace,Carnation,2160758,CARNATION PINK FANCY,2025-04-09,2025-04-18,Ecuador,3322369c-cdde-479c-a465-e03c0826111e,,0.45,Stems,099afe34-5d77-4e3d-ad1b-9de715fb92cd
